"subID","interviewyear","household_number_in_house","unrelated_subset","interview_age","sex","LQ","handnessfactor","race_ethnicity","nih_fluidcogcomp_unadjusted","nih_fluidcogcomp_ageadjusted","nih_crycogcomp_unadjusted","nih_crycogcomp_ageadjusted","nih_cogfuncogcomp_unadj","nih_cogfuncogcomp_ageadj","nih_eccogcomp_unadjusted","nih_eccogcomp_ageadjusted","nih_totalcogcomp_unadjusted","nih_totalcogcomp_ageadjusted","site","mean_fd","age","interview_date","annual_fam_inc","povertyline","income.adj","ICV"
"HCD2491257",2017,"3","TRUE",165,"F",100,1,"Asian",103,111,110,141,NA,NA,106,125,107,131,"Harvard",0.418695275,13.75,"2017/7/1",250000,20420,12.2428991185113,1651337.24
"HCD2499576",2017,"6","TRUE",263,"M",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.5547907539,21.9166666666667,"2017/7/1",50000,32960,1.51699029126214,1631827.2
"HCD2500030",2019,"5","TRUE",212,"F",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",1.1545588438,17.6666666666667,"2019/7/1",175000,30170,5.80046403712297,1669781.14
"HCD2504038",2018,"5","TRUE",166,"F",100,1,"White",79,64,99,114,NA,NA,87,80,86,86,"UMinn",0.5436623754,13.8333333333333,"2018/7/1",175000,29420,5.94833446634942,1587836.37
"HCD2523345",2018,"3","TRUE",120,"F",100,1,"Black",95,90,93,106,NA,NA,90,87,92,97,"Harvard",0.5307978044,10,"2018/1/1",130000,20780,6.25601539942252,1510555.75
"HCD2524751",2018,"4","TRUE",186,"M",100,1,"Asian",105,94,97,101,NA,NA,104,93,101,97,"UCLA",0.809298367,15.5,"2018/7/1",50000,25100,1.99203187250996,1591520.15
"HCD2537457",2018,"4","TRUE",262,"F",100,1,"Black",118,108,107,111,NA,NA,109,102,114,111,"UCLA",0.5137095629,21.8333333333333,"2018/1/1",180000,25100,7.17131474103586,1472450.76
"HCD2540648",2017,"6","TRUE",167,"F",100,1,"Hispanic",113,115,100,118,NA,NA,112,120,107,119,"UCLA",0.5479325306,13.9166666666667,"2017/7/1",140000,32960,4.24757281553398,1537436.13
"HCD2543250",2019,"6","FALSE",153,"M",100,1,"White",103,104,101,124,NA,NA,98,102,102,117,"UMinn",0.6763064095,12.75,"2019/1/1",175000,34590,5.05926568372362,1919009.99
"HCD2554255",2017,"5","TRUE",192,"F",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.6488649304,16,"2017/10/1",150000,28780,5.21195274496178,1566508.9
"HCD2556158",2018,"3","TRUE",260,"M",-60,2,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.5578565739,21.6666666666667,"2018/4/1",2e+05,20780,9.62463907603465,1603099.41
"HCD2565664",2019,"4","TRUE",240,"F",80,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.521291583,20,"2019/1/1",70000,25750,2.71844660194175,1775567.16
"HCD2581763",2018,"5","TRUE",175,"M",100,1,"Hispanic",115,115,110,139,NA,NA,110,114,115,132,"WashU",1.2189946987,14.5833333333333,"2018/4/1",150000,29420,5.09857239972808,1734766.3
"HCD2594671",2017,"2","TRUE",113,"M",100,1,"Other",79,78,79,90,NA,NA,78,84,75,81,"UCLA",0.7831742573,9.41666666666667,"2017/4/1",50000,16240,3.07881773399015,1642779.19
"HCD2594772",2018,"4","TRUE",128,"F",100,1,"Hispanic",92,93,94,119,NA,NA,91,96,91,107,"UCLA",0.482196846,10.6666666666667,"2018/7/1",140000,25100,5.57768924302789,1475105.53
"HCD2600034",2019,"4","TRUE",87,"F",100,1,"Hispanic",83,98,76,103,NA,NA,79,97,75,101,"UCLA",1.0089388151,7.25,"2019/4/1",65000,25750,2.52427184466019,1499973.76
"HCD2606652",2018,"3","TRUE",201,"M",100,1,"Asian",110,97,116,140,NA,NA,111,109,115,122,"UCLA",0.5894907142,16.75,"2018/10/1",-999999,20780,NA,1568611.9
"HCD2612142",2018,"5","TRUE",252,"F",100,1,"Hispanic",112,96,103,105,NA,NA,107,91,109,101,"Harvard",0.379436808,21,"2018/1/1",40000,29420,1.35961930659415,1455856.64
"HCD2617657",2019,"6","TRUE",91,"M",100,1,"Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCLA",1.0668145794,7.58333333333333,"2019/1/1",72500,34590,2.09598149754264,1494192.85
"HCD2618053",2017,"4","TRUE",184,"M",50,3,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.8804538459,15.3333333333333,"2017/7/1",95000,24600,3.86178861788618,1761826.7
"HCD2631954",2018,"6","FALSE",164,"M",100,1,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WashU",0.3834304328,13.6666666666667,"2018/1/1",3e+05,33740,8.89152341434499,1919721.67
"HCD2633554",2017,"5","TRUE",156,"M",100,1,"White",104,96,103,123,NA,NA,102,98,103,111,"WashU",0.7018209651,13,"2017/7/1",165000,28780,5.73314801945796,1733217.85
"HCD2635659",2019,"5","TRUE",79,"F",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WashU",0.7016380266,6.58333333333333,"2019/7/1",85000,30170,2.81736824660259,1489076.97
"HCD2643052",2018,"5","TRUE",156,"F",0,3,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",1.0371314263,13,"2018/1/1",350000,29420,11.8966689326988,1550727.44
"HCD2655766",2017,"5","TRUE",120,"M",25,3,"White",106,115,103,146,NA,NA,104,125,105,138,"WashU",0.7150737036,10,"2017/7/1",63000,28780,2.18902015288395,1674028.11
"HCD2669575",2018,"4","TRUE",155,"F",100,1,"White",103,103,106,140,NA,NA,105,116,105,125,"Harvard",0.4526592471,12.9166666666667,"2018/4/1",-999999,25100,NA,1523361.27
"HCD2679073",2019,"5","TRUE",250,"F",100,1,"Hispanic",116,102,96,89,NA,NA,112,100,107,95,"UMinn",0.5762647013,20.8333333333333,"2019/1/1",75000,30170,2.48591315876699,1528262.09
"HCD2685169",2017,"4","FALSE",146,"F",-71.4285714285714,2,"Asian",114,119,106,139,NA,NA,111,124,111,135,"UCLA",0.5475004369,12.1666666666667,"2017/7/1",210000,24600,8.53658536585366,1357106.14
"HCD2692671",2017,"5","TRUE",125,"F",-50,3,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",1.2783058287,10.4166666666667,"2017/4/1",2e+05,28780,6.94927032661571,1719979.23
"HCD2696780",2018,"5","FALSE",223,"M",100,1,"Other",118,101,101,96,NA,NA,110,95,110,99,"WashU",0.743672777,18.5833333333333,"2018/4/1",70000,29420,2.37933378653977,1871043.04
"HCD2704551",2018,"5","TRUE",127,"F",100,1,"Other",85,78,82,90,NA,NA,86,89,80,80,"UCLA",0.6227338965,10.5833333333333,"2018/1/1",4e+05,29420,13.5961930659415,1608184.61
"HCD2711649",2017,"4","TRUE",125,"M",100,1,"Asian",116,140,90,107,NA,NA,105,131,103,128,"WashU",0.6439229046,10.4166666666667,"2017/7/1",160000,24600,6.50406504065041,1690509.24
"HCD2714655",2017,"3","TRUE",178,"M",100,1,"White",116,120,106,126,NA,NA,112,122,112,127,"UCLA",0.6860685184,14.8333333333333,"2017/4/1",165000,20420,8.08031341821743,1793013.06
"HCD2715152",2018,"3","TRUE",182,"F",100,1,"White",120,121,103,113,NA,NA,110,109,113,120,"WashU",0.4670396697,15.1666666666667,"2018/7/1",180000,20780,8.66217516843118,1427834.79
"HCD2721147",2018,"4","TRUE",160,"F",100,1,"White",119,129,98,114,NA,NA,109,119,110,125,"WashU",0.5313725044,13.3333333333333,"2018/7/1",250000,25100,9.9601593625498,1672444.24
"HCD2724456",2017,"4","TRUE",231,"F",100,1,"Asian",110,94,114,128,NA,NA,107,97,113,113,"Harvard",0.4016046468,19.25,"2017/10/1",150000,24600,6.09756097560976,1641851.62
"HCD2731049",2018,"1","FALSE",171,"M",100,1,"White",99,90,92,92,NA,NA,102,95,94,89,"Harvard",0.5617629125,14.25,"2018/4/1",50000,12140,4.11861614497529,1621684.62
"HCD2737869",2018,"5","TRUE",194,"F",100,1,"White",128,134,102,106,NA,NA,121,130,117,124,"UMinn",0.5318531618,16.1666666666667,"2018/10/1",150000,29420,5.09857239972808,1458260.15
"HCD2740454",2017,"6","TRUE",177,"M",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.8381520514,14.75,"2017/4/1",120000,32960,3.64077669902913,1760081.15
"HCD2741961",2017,"4","TRUE",179,"M",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.6062514187,14.9166666666667,"2017/7/1",125000,24600,5.08130081300813,1717364.65
"HCD2743157",2018,"4","TRUE",110,"F",0,3,"White",88,88,91,122,NA,NA,95,109,87,106,"WashU",0.4542184176,9.16666666666667,"2018/7/1",130000,25100,5.1792828685259,1483213.86
"HCD2748672",2017,"4","TRUE",183,"F",100,1,"White",124,127,111,134,NA,NA,116,124,121,136,"Harvard",0.4600361006,15.25,"2017/7/1",160000,24600,6.50406504065041,1666978.22
"HCD2751560",2017,"5","FALSE",178,"F",100,1,"White",127,136,101,109,NA,NA,119,131,116,127,"WashU",0.4783065173,14.8333333333333,"2017/7/1",170000,28780,5.90687977762335,1693980.14
"HCD2751964",2017,"4","TRUE",113,"F",100,1,"Black",88,102,78,90,NA,NA,86,106,79,95,"UCLA",0.7144584913,9.41666666666667,"2017/10/1",36000,24600,1.46341463414634,1445326.62
"HCD2754061",2017,"5","TRUE",176,"M",100,1,"White",129,145,109,131,NA,NA,117,132,122,145,"Harvard",0.6587003839,14.6666666666667,"2017/10/1",2e+05,28780,6.94927032661571,1879402.55
"HCD2757370",2017,"4","TRUE",172,"M",100,1,"Asian",95,78,110,135,NA,NA,102,99,102,108,"WashU",0.8509914505,14.3333333333333,"2017/10/1",2e+05,24600,8.13008130081301,1856669.66
"HCD2761967",2017,"4","FALSE",132,"F",71.4285714285714,1,"White",98,91,102,133,NA,NA,98,103,100,114,"Harvard",0.4989231428,11,"2017/7/1",2e+05,24600,8.13008130081301,1659842.29
"HCD2762565",2019,"3","TRUE",192,"M",100,1,"Other",999,86,NA,106,NA,NA,NA,94,NA,95,"WashU",0.6517193852,16,"2019/1/1",30000,21330,1.40646976090014,1577684.36
"HCD2764771",2017,"5","TRUE",229,"F",100,1,"White",108,91,112,118,NA,NA,110,100,111,105,"WashU",0.6374194196,19.0833333333333,"2017/7/1",150000,28780,5.21195274496178,1559546.14
"HCD2768981",2017,"5","TRUE",174,"M",100,1,"Hispanic",110,104,107,131,NA,NA,107,105,110,121,"Harvard",1.4212167535,14.5,"2017/7/1",110000,28780,3.82209867963864,1844172.81
"HCD2769983",2017,"6","FALSE",145,"M",100,1,"Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.4479418257,12.0833333333333,"2017/10/1",140000,32960,4.24757281553398,1600632.5
"HCD2785678",2018,"4","TRUE",203,"F",100,1,"Other",132,140,114,137,NA,NA,126,141,127,146,"UCLA",0.578135837,16.9166666666667,"2018/1/1",-999999,25100,NA,1275831.32
"HCD2786074",2018,"4","TRUE",126,"F",100,1,"White",102,111,98,136,NA,NA,102,125,99,128,"UCLA",1.3342829087,10.5,"2018/7/1",130000,25100,5.1792828685259,1666489.15
"HCD2795479",2018,"4","TRUE",143,"F",100,1,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.902590644,11.9166666666667,"2018/10/1",-999999,25100,NA,1449312.94
"HCD2797584",2017,"9","TRUE",216,"F",100,1,"White",120,106,93,87,NA,NA,105,89,107,96,"WashU",0.6618359076,18,"2017/7/1",140000,45500,3.07692307692308,1543188.4
"HCD2801852",2017,"5","TRUE",249,"F",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.5037890071,20.75,"2017/10/1",8e+05,28780,27.7970813064628,1541600.17
"HCD2804151",2017,"6","TRUE",169,"M",100,1,"Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.7376099564,14.0833333333333,"2017/7/1",89104,32960,2.70339805825243,1706443.48
"HCD2807460",2017,"6","TRUE",202,"M",100,1,"White",123,121,94,95,NA,NA,110,104,110,109,"WashU",0.7350303419,16.8333333333333,"2017/10/1",140000,32960,4.24757281553398,1846337.02
"HCD2810954",2018,"5","FALSE",213,"F",100,1,"White",123,118,115,136,NA,NA,114,112,122,132,"WashU",0.6511896467,17.75,"2018/1/1",90000,29420,3.05914343983685,1394721.63
"HCD2811552",2017,"4","TRUE",164,"M",-100,2,"Other",104,105,95,104,NA,NA,100,102,99,105,"UCLA",0.8319753401,13.6666666666667,"2017/7/1",75000,24600,3.04878048780488,1497162.28
"HCD2812352",2018,"6","TRUE",127,"F",100,1,"White",96,97,90,113,NA,NA,90,94,91,106,"UCLA",0.961021564,10.5833333333333,"2018/4/1",70000,33740,2.0746887966805,1519277.81
"HCD2820351",2018,"4","TRUE",252,"M",100,1,"Black",107,92,114,120,NA,NA,104,94,112,107,"Harvard",0.4666620726,21,"2018/7/1",135000,25100,5.37848605577689,1808674.58
"HCD2828569",2018,"4","TRUE",119,"F",-25,3,"White",100,118,89,116,NA,NA,100,125,93,120,"Harvard",0.7977047404,9.91666666666667,"2018/1/1",140000,25100,5.57768924302789,1460386.92
"HCD2833461",2018,"5","TRUE",119,"F",100,1,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.5368387949,9.91666666666667,"2018/4/1",-999999,29420,NA,1608809.82
"HCD2841965",2018,"4","TRUE",263,"F",-100,2,"Other",131,131,101,98,NA,NA,121,128,119,117,"WashU",0.4398053687,21.9166666666667,"2018/7/1",2e+05,25100,7.96812749003984,1315993.14
"HCD2855875",2018,"4","TRUE",97,"M",100,1,"White",84,90,80,99,NA,NA,87,103,77,93,"Harvard",1.1203200971,8.08333333333333,"2018/1/1",2e+05,25100,7.96812749003984,1588615.25
"HCD2856170",2017,"4","FALSE",179,"F",100,1,"White",107,99,96,101,NA,NA,104,99,101,99,"WashU",0.3911008517,14.9166666666667,"2017/7/1",5e+05,24600,20.3252032520325,1469932.19
"HCD2860262",2017,"3","TRUE",255,"F",33.3333333333333,3,"Asian",109,97,112,120,NA,NA,107,100,112,110,"UCLA",0.6063763452,21.25,"2017/10/1",95000,20420,4.65230166503428,1518293.83
"HCD2864270",2018,"3","TRUE",255,"F",100,1,"Black",104,82,93,82,NA,NA,96,73,97,79,"Harvard",0.4690344892,21.25,"2018/4/1",20000,20780,0.962463907603465,1463668.96
"HCD2878382",2017,"6","TRUE",166,"F",-100,2,"White",113,116,106,132,NA,NA,107,114,111,128,"Harvard",0.6616762049,13.8333333333333,"2017/10/1",1e+05,32960,3.03398058252427,1489944.23
"HCD2879788",2017,"5","FALSE",156,"M",100,1,"Black",96,86,95,100,NA,NA,103,101,94,91,"WashU",1.0724443771,13,"2017/10/1",77000,28780,2.67546907574705,1757012.86
"HCD2884175",2017,"4","TRUE",175,"F",-100,2,"White",110,108,105,126,NA,NA,114,122,108,120,"UCLA",0.6004399579,14.5833333333333,"2017/10/1",130000,24600,5.28455284552845,1581343.78
"HCD2884377",2018,"5","TRUE",118,"F",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.5154366337,9.83333333333333,"2018/1/1",140000,29420,4.75866757307954,1570652.77
"HCD2897184",2017,"5","TRUE",177,"M",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.8611692729,14.75,"2017/4/1",85000,28780,2.95343988881167,1609553.45
"HCD2901654",2017,"4","FALSE",196,"M",-100,2,"Black",126,125,103,110,NA,NA,114,115,117,121,"Harvard",0.401374667,16.3333333333333,"2017/7/1",250000,24600,10.1626016260163,1514125.51
"HCD2903759",2018,"3","TRUE",234,"M",100,1,"Hispanic",110,89,107,109,NA,NA,105,85,110,98,"Harvard",0.4128407141,19.5,"2018/7/1",40000,20780,1.92492781520693,1707908.38
"HCD2904862",2019,"4","TRUE",102,"M",100,1,"White",86,88,87,120,NA,NA,92,115,83,105,"UMinn",0.7603712805,8.5,"2019/4/1",140000,25750,5.4368932038835,1754338.43
"HCD2905460",2018,"3","TRUE",175,"M",20,3,"White",113,111,93,100,NA,NA,104,100,103,106,"WashU",0.8955317664,14.5833333333333,"2018/4/1",113000,20780,5.43792107795958,1580680.41
"HCD2930055",2017,"3","TRUE",199,"F",100,1,"Hispanic",115,105,102,114,NA,NA,107,100,109,111,"UCLA",0.5922872981,16.5833333333333,"2017/7/1",150000,20420,7.34573947110676,1290549.06
"HCD2932665",2017,"4","TRUE",183,"M",100,1,"Black",123,130,96,101,NA,NA,114,122,111,118,"WashU",0.5631428635,15.25,"2017/10/1",10000,24600,0.40650406504065,1638235.87
"HCD2936875",2017,"3","TRUE",157,"F",100,1,"White",108,106,114,146,NA,NA,112,123,112,136,"Harvard",0.5685099844,13.0833333333333,"2017/7/1",160000,20420,7.83545543584721,1671527.85
"HCD2938172",2018,"5","TRUE",136,"F",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.7767853613,11.3333333333333,"2018/10/1",-999999,29420,NA,1708157.59
"HCD2939275",2018,"3","FALSE",195,"F",100,1,"White",125,126,108,121,NA,NA,120,126,119,128,"WashU",0.6456134047,16.25,"2018/1/1",120000,20780,5.77478344562079,1476783.4
"HCD2945876",2018,"13500","TRUE",144,"M",-77.7777777777778,2,"Hispanic",97,92,100,129,NA,NA,100,101,98,112,"Harvard",0.4991019326,12,"2018/10/1",18000,NA,NA,1694016.14
"HCD2957277",2017,"4","TRUE",209,"F",100,1,"White",105,87,107,114,NA,NA,105,94,107,101,"Harvard",1.0724539341,17.4166666666667,"2017/4/1",180000,24600,7.31707317073171,1539752.87
"HCD2968080",2018,"5","TRUE",178,"M",-100,2,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.9931509464,14.8333333333333,"2018/4/1",150000,29420,5.09857239972808,1629416.87
"HCD2976382",2017,"6","TRUE",136,"M",100,1,"Other",97,96,91,100,NA,NA,90,86,92,97,"WashU",0.4944941149,11.3333333333333,"2017/10/1",3e+05,32960,9.10194174757282,1859709.68
"HCD2978386",2018,"4","TRUE",110,"M",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.8110046523,9.16666666666667,"2018/4/1",80000,25100,3.18725099601594,1576315.95
"HCD2982579",2019,"5","TRUE",225,"F",100,1,"Black",107,85,90,77,NA,NA,100,76,97,78,"Harvard",0.4704099322,18.75,"2019/1/1",2000,30170,0.0662910175671197,1582025.47
"HCD2987185",2018,"4","TRUE",175,"M",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.5422710608,14.5833333333333,"2018/4/1",190000,25100,7.56972111553785,1669706.59
"HCD2990073",2018,"4","TRUE",163,"F",100,1,"White",121,136,96,104,NA,NA,111,126,109,124,"Harvard",0.4497271298,13.5833333333333,"2018/7/1",160000,25100,6.37450199203187,1617768.12
"HCD2993079",2018,"5","FALSE",194,"F",100,1,"White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMinn",0.6211842252,16.1666666666667,"2018/10/1",-999999,29420,NA,1833097.31
"HCD2996590",2018,"5","TRUE",237,"M",80,1,"Asian",124,115,106,109,NA,NA,117,111,117,114,"WashU",0.5165169748,19.75,"2018/4/1",25000,29420,0.849762066621346,1756669.69
